CreditScore;Age;Tenure;EstimatedSalary;Exited
609;26;10;43651,49;0
803;28;3;159654,0;0
556;40;9;17992,94;0
531;53;5;141501,45;1
411;35;2;93825,78;0
587;44;5;41852,24;1
683;56;7;97629,31;1
654;29;2;37065,66;0
670;36;2;38614,69;0
655;36;2;87816,86;0
752;36;7;184866,86;0
534;23;5;160176,47;0
635;42;1;164357,1;0
491;70;6;17818,33;0
516;27;9;142680,64;1
530;48;0;85081,09;0
687;35;3;176450,19;0
684;41;6;121967,88;0
706;23;2;127187,04;0
490;33;5;108313,34;0
796;44;8;57205,55;0
849;27;0;157891,86;0
779;41;10;86927,53;0
794;22;4;107753,07;0
748;36;4;82158,14;0
663;22;9;29135,89;1
645;55;1;17095,49;0
464;33;10;100447,53;0
737;54;9;83470,4;1
590;29;4;121846,81;0
522;37;3;129107,59;0
648;34;3;54726,43;0
754;37;6;116141,72;0
669;50;4;124872,42;1
648;43;1;186438,86;1
763;40;3;134281,11;0
790;32;3;91044,47;0
581;37;7;74320,75;0
703;43;8;9704,66;0
571;33;9;128600,49;0
657;27;8;6468,24;0
737;44;7;57898,58;0
793;29;8;192120,66;0
783;44;3;164213,53;1
751;33;4;117547,76;0
579;31;6;26149,25;0
655;36;10;9181,66;0
614;43;8;166588,76;0
678;49;2;195053,58;1
562;41;5;85787,31;0
711;53;5;102428,51;0
620;37;0;71175,94;0
437;49;9;166440,32;0
691;41;8;148848,76;1
552;34;4;140286,69;0
765;34;5;104220,5;0
707;51;10;70778,63;1
764;29;5;65868,28;0
585;32;8;171482,56;0
784;31;7;143204,41;0
605;41;5;28427,84;0
699;40;2;78387,32;0
544;40;7;161076,92;0
803;32;9;54277,45;1
735;41;7;137180,95;0
673;59;0;21063,71;1
652;30;2;152210,81;0
694;42;3;88890,75;0
741;44;7;190534,76;0
590;30;3;83090,35;0
809;33;3;141426,78;0
523;34;2;51358,66;0
540;48;2;88703,04;1
596;29;6;116696,77;0
597;36;9;7156,09;0
407;37;1;49161,12;1
748;60;0;126743,33;1
562;51;1;65390,46;1
734;47;10;138835,91;0
710;45;1;36154,66;0
539;39;6;59755,14;0
542;32;7;125302,64;0
717;36;2;94274,72;1
682;50;10;102260,16;0
515;33;2;136028,97;0
526;33;8;110114,38;1
702;26;5;100442,22;1
651;34;2;193597,94;0
792;36;5;1871,25;0
817;58;3;42831,11;0
674;36;6;182156,86;0
641;40;9;151648,66;1
513;39;7;146738,83;0
561;34;1;12148,2;0
627;30;6;118029,09;0
682;81;6;50783,88;0
683;29;0;129891,66;0
420;31;1;9904,63;0
670;54;2;63213,31;0
505;43;6;137565,87;0
580;24;1;17185,95;1
577;36;3;143783,46;0
773;34;10;36823,28;0
616;37;5;154957,66;1
763;38;0;31892,82;0
640;43;9;191084,4;1
592;36;1;179718,17;0
528;43;7;159823,16;0
630;53;5;114110,97;0
529;31;2;60993,23;0
546;47;8;66408,01;1
753;62;6;136398,9;0
772;39;4;140709,25;0
567;36;1;8555,73;0
628;45;6;115022,94;0
658;20;7;187638,34;0
679;58;9;3829,13;0
629;34;1;119357,93;0
731;42;9;192175,52;0
775;33;3;128841,31;0
660;33;2;150422,35;0
752;39;3;188187,05;0
655;37;6;1775,52;0
543;46;5;85086,78;0
811;42;10;3797,79;0
689;45;0;150856,38;0
531;42;2;90537,47;0
515;40;0;166370,81;0
466;41;3;178994,13;1
782;36;1;195681,43;0
611;64;9;53277,15;0
621;40;8;172490,78;1
604;41;3;11819,84;0
655;35;1;82900,25;0
689;38;2;82709,8;0
681;30;2;180593,45;0
643;41;2;172363,41;0
617;24;4;91195,12;0
638;55;2;108987,25;1
743;39;6;44265,28;0
828;25;7;116613,26;0
776;35;8;148527,56;0
540;35;7;84239,46;0
616;45;4;62002,04;0
628;38;10;46044,48;1
667;23;6;169669,33;1
615;30;7;156346,84;0
543;30;4;157711,18;0
553;31;4;89087,4;0
554;26;4;8742,36;0
684;36;4;117038,96;0
452;35;7;164241,67;0
606;47;3;137720,56;1
629;40;9;106,67;0
659;33;8;1539,21;0
493;33;8;59659,53;0
794;62;9;173586,63;1
554;44;6;126033,9;0
796;52;9;62808,93;1
807;36;4;147007,33;0
500;44;9;196261,64;0
722;43;1;44560,17;1
559;40;7;18917,95;0
584;38;3;4525,4;0
834;68;9;93112,2;0
754;35;4;9658,41;0
590;43;7;182627,25;1
740;36;7;13177,4;0
502;57;3;43568,31;1
733;48;5;117830,57;0
755;37;0;117396,25;0
554;46;7;96929,24;1
534;36;4;36275,94;0
656;33;4;116706,0;0
575;49;7;168080,53;1
480;47;8;25887,89;1
575;40;5;122488,59;0
672;40;3;113171,61;1
758;35;5;100365,51;0
682;50;6;124151,37;0
501;29;8;112664,24;0
746;34;6;183494,87;0
556;51;8;198810,65;1
823;53;4;131259,6;1
491;68;1;116471,14;1
638;29;9;15336,4;0
734;45;2;99593,28;0
555;40;10;170514,21;0
745;44;0;34265,08;1
728;37;3;106977,53;1
626;44;10;164287,86;0
681;37;8;25292,53;0
478;38;4;51820,87;1
709;38;5;81452,29;0
562;33;8;1354,25;0
769;34;7;71379,92;1
684;46;3;154137,33;0
536;61;8;64308,49;1
631;29;2;31613,35;0
657;34;5;27738,01;0
699;59;3;163570,25;0
606;38;7;193878,51;0
612;63;2;147545,65;0
660;38;5;195906,59;0
829;50;7;178458,86;0
567;29;8;156125,72;0
850;33;3;11159,19;0
712;44;2;45738,94;0
562;30;3;140650,19;0
755;29;3;4733,94;0
793;25;3;10579,72;0
471;26;8;179655,87;0
707;42;2;77502,56;0
784;38;10;145759,93;0
703;32;1;56246,72;0
704;36;8;151335,24;0
662;38;0;179833,45;0
636;28;2;191627,85;0
640;36;4;173016,46;0
739;31;1;58469,75;0
767;23;2;28038,28;0
753;46;3;159576,75;1
714;37;9;151280,96;0
707;29;4;139953,94;0
577;35;4;105407,79;0
633;42;1;56865,62;0
849;41;10;198072,16;0
614;41;7;137791,18;0
558;47;9;103787,28;0
832;27;10;30912,89;0
567;26;2;78651,55;0
587;45;8;123309,57;1
712;79;5;174118,93;0
655;29;9;85736,26;0
641;42;6;121138,77;0
676;35;5;84199,78;0
472;29;8;181224,56;0
644;34;9;141230,07;0
598;38;0;158111,71;0
792;25;8;130639,01;0
700;37;7;17040,82;0
616;34;10;25662,27;0
743;35;6;193360,69;0
427;37;5;121485,1;0
731;29;10;162452,65;0
610;31;6;141137,53;0
724;41;4;185541,2;1
653;38;9;118383,18;0
774;49;1;8214,41;0
547;49;8;46521,45;1
719;50;2;10772,13;0
740;43;9;199290,68;1
543;42;4;85983,54;1
688;45;9;129870,93;0
474;30;9;63158,22;0
505;43;5;171070,52;0
688;39;0;53222,15;1
650;55;2;179834,45;1
610;37;0;114514,64;0
705;46;5;139162,15;0
669;29;7;50249,16;0
650;20;8;113469,65;0
550;29;9;147484,13;0
595;45;9;191448,96;1
572;26;5;119381,41;0
622;58;2;33277,31;0
662;20;9;73107,53;0
783;58;3;96590,39;1
714;44;7;6923,11;0
671;51;3;176403,33;1
600;32;1;64349,6;0
847;37;9;116097,26;0
650;55;9;29861,13;0
710;28;6;48426,98;0
682;33;8;32770,56;0
642;26;1;117060,2;0
536;28;4;136197,65;0
754;47;1;27438,83;0
678;60;8;192156,54;1
533;49;1;69409,37;1
741;38;4;58440,43;0
757;31;10;192519,39;0
721;40;3;144874,67;0
700;37;3;175373,46;0
663;26;5;440,2;0
677;35;0;76637,38;0
655;27;2;49480,66;0
832;29;8;10417,87;0
721;46;7;67976,57;0
542;54;8;140929,98;1
654;54;5;47139,06;0
821;38;8;126241,4;1
508;38;3;22614,19;0
588;42;2;48498,19;0
691;38;9;103511,26;0
664;40;7;122073,48;0
439;66;9;65535,56;0
479;37;6;160060,9;0
850;55;10;155879,57;1
518;40;4;194416,58;0
717;64;10;21630,21;0
698;51;6;157143,61;1
850;34;6;52796,31;0
700;47;4;121798,52;1
626;29;4;41104,82;0
774;32;9;10604,48;0
719;48;5;78563,66;0
646;31;2;170821,43;1
485;25;3;113266,09;0
784;38;1;171768,76;0
850;32;2;54416,18;0
669;38;9;130755,34;0
731;70;3;141180,66;0
721;49;1;183421,76;0
515;37;0;132770,11;0
774;35;3;24400,37;0
585;36;10;180318,6;0
695;29;9;111565,45;0
729;42;4;2002,5;0
713;42;3;82565,01;0
555;33;5;121789,3;0
699;50;0;193785,87;0
587;55;9;64593,07;0
762;69;9;196993,69;0
510;44;6;175518,31;0
842;46;9;17268,02;0
608;31;7;60901,72;0
850;36;10;100750,03;0
642;36;4;195224,91;0
850;33;7;3510,18;0
455;43;6;81250,79;0
726;29;7;91844,14;1
544;30;8;80676,83;0
651;31;7;129912,74;0
814;31;4;142029,17;0
537;39;2;137651,6;0
553;37;2;33877,29;0
800;38;9;78744,39;0
791;34;7;96734,46;0
699;29;9;164756,81;0
756;28;6;164394,65;0
591;27;5;162501,83;1
850;22;7;10541,38;0
760;34;6;59325,21;0
569;43;8;178187,28;0
661;35;5;142626,49;0
670;31;2;181893,31;1
694;38;1;156858,2;0
728;28;4;33074,51;0
764;39;9;50072,94;1
639;32;9;111340,36;0
683;30;2;100496,84;1
663;30;4;101371,05;0
826;41;5;180934,67;0
735;36;5;105152,17;0
682;58;1;706,5;0
663;39;8;101168,9;0
562;29;9;6795,61;0
696;27;4;196111,35;0
850;38;2;171960,76;0
719;22;7;177497,4;0
804;71;8;147995,96;0
604;40;1;36209,1;0
782;27;3;143614,01;0
512;42;9;14828,54;0
569;36;1;154775,7;0
597;22;6;70529,0;1
753;30;1;57896,27;0
430;33;8;69759,91;0
756;28;8;89938,08;0
493;38;3;89578,32;0
777;37;10;73464,88;0
779;38;7;138542,87;0
702;38;2;161888,63;0
551;35;7;86937,2;0
749;22;4;42241,54;0
742;55;5;121207,66;1
752;29;4;102930,46;0
740;57;3;65121,63;1
576;24;3;78498,04;1
637;43;3;104769,96;0
724;28;5;96498,14;0
685;20;4;38691,34;0
625;38;7;164804,02;0
571;37;9;104152,65;1
584;29;4;88866,92;0
550;22;7;129890,94;0
662;72;7;179258,67;0
803;43;3;72051,44;0
615;66;7;74580,8;0
481;39;1;123995,15;0
701;23;3;38960,59;0
751;29;10;94951,27;0
675;35;8;56642,97;0
733;40;5;50783,1;0
822;38;6;9149,96;1
559;46;5;21006,1;1
731;49;4;33759,41;1
678;41;1;196622,28;1
645;68;9;176353,87;1
701;29;2;176943,59;0
554;26;8;177966,24;0
723;30;3;162198,32;0
766;44;3;197643,24;0
597;24;1;60420,07;0
574;41;1;70550,0;0
655;40;0;198798,44;1
780;37;10;126310,39;1
672;43;5;64515,5;0
717;38;7;158580,05;0
521;32;2;129353,21;0
633;59;5;137273,97;0
669;39;3;171575,54;0
740;44;9;96528,0;1
462;24;9;64421,02;0
619;39;5;158444,61;0
665;44;7;66548,58;0
655;27;9;108008,05;0
463;20;8;128268,39;0
799;63;1;37464,0;1
713;48;1;157381,14;1
807;31;1;194257,11;0
728;38;1;139059,05;0
582;52;2;40893,61;0
704;35;3;40261,49;0
714;26;9;46203,31;0
628;30;8;13126,9;0
809;41;1;165675,01;0
547;44;5;5459,07;1
560;27;5;131919,48;0
811;31;7;182372,35;0
584;26;4;147600,54;0
691;28;1;92865,41;0
680;34;6;67142,97;1
588;33;9;65611,01;0
721;40;6;138564,48;1
850;47;6;187391,02;1
529;32;9;33656,35;0
622;43;8;100618,17;0
683;42;8;198134,9;0
575;29;4;50368,87;0
577;40;1;108787,0;0
510;31;0;33099,41;1
652;40;7;124550,88;0
569;28;3;5159,21;1
687;31;3;48228,1;0
822;32;8;108798,36;0
656;23;4;21085,12;0
745;51;3;28922,25;0
386;53;1;62514,65;1
684;41;1;177506,66;0
635;38;1;90605,05;0
582;30;2;132029,95;0
613;19;5;176903,35;0
795;56;9;29239,29;1
659;32;2;153662,88;0
745;28;6;154389,18;0
604;41;10;166224,39;0
509;32;9;21646,2;0
706;29;6;171037,63;0
619;44;6;112649,22;1
572;51;8;193014,26;1
695;36;6;118120,88;0
543;71;1;25650,04;0
640;33;6;113048,79;0
672;39;2;87372,49;0
701;39;9;146651,99;0
634;25;9;8227,91;0
531;42;6;57034,35;0
699;27;1;93003,21;0
605;51;9;165574,54;1
534;49;7;13566,48;1
449;31;1;82796,29;0
684;36;5;119830,08;0
622;42;9;72155,85;1
714;40;0;62762,12;0
712;48;8;183235,33;0
783;72;5;105206,48;0
743;45;10;22512,44;1
683;36;5;122305,91;0
654;40;5;173617,09;0
700;37;1;160670,37;0
744;31;0;158958,9;0
645;25;1;93073,04;0
525;36;3;67238,01;0
732;25;0;172576,56;0
721;40;7;122580,48;0
622;32;5;149043,78;0
654;31;5;105218,45;0
529;43;0;78463,99;1
720;59;6;160849,43;1
850;25;8;87834,24;0
667;27;2;166317,71;0
620;41;3;137309,06;0
616;29;9;166984,44;0
637;46;2;166996,46;1
710;29;3;188022,44;0
717;33;1;194467,23;0
786;24;2;125449,47;0
651;39;8;137452,57;0
530;55;4;123475,88;1
815;57;5;38941,44;1
715;34;9;177852,57;1
496;55;4;31532,96;1
680;42;0;136377,21;0
646;51;4;130541,1;0
807;47;1;65636,92;0
727;47;7;193305,35;0
787;25;5;47307,9;0
806;34;6;100809,99;0
603;31;1;109145,2;0
649;32;1;91167,19;1
547;41;3;175295,89;1
684;32;3;127433,47;0
477;57;9;71167,17;1
558;41;2;111184,67;0
695;23;1;141756,32;0
592;35;6;72678,75;1
789;31;4;172832,9;0
597;29;1;158086,33;0
839;47;2;168184,62;1
405;31;5;72950,14;0
658;39;7;48378,4;0
684;42;1;23135,65;1
633;35;10;65675,47;0
589;46;9;170676,67;0
750;37;1;27366,77;0
771;51;5;152479,64;1
812;33;2;105383,49;0
539;39;2;48189,94;0
670;42;5;100324,01;0
673;41;5;65657,29;0
538;62;3;17682,02;1
575;52;8;111342,66;1
682;41;6;134158,09;1
712;33;3;79176,09;1
598;39;5;83103,46;0
776;30;6;63908,86;0
606;23;10;90896,04;0
686;38;7;76076,2;0
850;38;1;103902,11;0
642;72;1;142223,94;0
606;27;2;147533,09;0
627;21;7;169156,64;0
850;36;0;141242,57;0
850;32;9;149458,73;0
724;40;6;86950,72;0
579;28;4;176925,69;0
727;28;1;40357,39;0
813;36;6;26687,22;1
642;48;9;78702,98;1
669;22;10;176163,74;0
574;54;1;4896,11;1
774;32;4;114899,13;0
735;38;1;92220,12;1
639;27;8;6251,3;0
738;44;2;43018,82;1
835;32;8;27548,06;0
637;44;0;120454,2;0
589;48;5;133961,19;0
591;42;9;131753,97;0
723;40;7;38019,74;0
831;44;3;28144,07;1
733;35;8;45959,86;0
731;30;5;189528,72;0
654;47;10;170481,98;0
828;37;4;94845,45;0
590;22;7;161253,08;0
657;37;4;115260,72;0
531;64;2;60721,4;0
516;47;6;121365,45;0
561;37;1;101693,73;0
682;54;0;54132,93;0
575;28;7;10666,05;0
623;28;4;41227,67;0
642;40;7;10712,82;0
779;48;2;98912,69;1
671;42;6;197202,48;0
495;40;1;150720,39;0
850;28;1;74780,13;0
630;50;8;79377,45;0
588;32;1;8763,87;0
562;35;3;177112,7;0
740;56;4;85016,64;1
695;28;5;88689,4;0
589;39;7;95985,64;0
607;31;1;166792,71;0
794;35;6;68730,91;0
580;44;9;146891,07;1
644;44;8;148727,42;0
636;36;1;43134,58;0
599;36;3;40318,33;0
507;35;2;97633,93;0
682;48;7;65069,03;0
714;24;7;166335,0;0
696;25;8;121904,44;0
599;51;0;175235,99;0
577;37;2;56185,05;0
733;32;5;131625,14;0
647;33;4;152323,04;0
831;34;2;165840,94;0
543;30;6;176692,65;0
679;34;7;121904,14;0
713;61;4;123663,63;0
690;43;2;119644,59;1
751;29;1;66825,33;0
613;43;10;94875,03;1
701;28;1;76304,73;0
698;33;5;39755,0;0
451;36;2;180142,42;0
665;28;8;83238,4;0
726;50;9;5078,9;0
608;44;5;132424,69;1
549;46;7;109057,56;0
803;33;6;115676,61;0
663;43;4;149401,33;0
558;45;1;89891,4;1
714;25;4;82500,84;0
704;39;5;6416,92;0
805;45;9;189428,75;1
659;34;9;178833,34;0
738;62;10;42766,03;0
635;35;2;90883,12;0
530;36;7;80619,09;0
661;41;5;120646,4;0
531;31;2;41409,36;0
694;29;5;112317,89;0
731;36;6;152128,36;0
556;36;2;177670,57;0
647;41;1;189159,97;0
850;32;3;159403,68;0
573;33;1;149536,15;0
591;45;5;155492,87;0
723;21;4;24847,02;0
617;25;1;115387,4;0
704;39;10;171971,25;1
457;42;4;126106,4;0
787;38;3;28228,35;0
651;34;9;138113,71;0
612;42;5;43018,98;0
828;47;1;83611,45;1
724;34;2;118863,38;0
648;44;9;91947,74;0
569;35;3;94488,82;0
765;34;8;47058,21;0
577;44;1;44719,5;1
603;46;2;174478,54;0
568;28;1;45611,51;0
748;45;2;73853,94;1
573;38;4;196517,43;0
771;41;5;92914,67;0
763;35;9;31372,91;0
410;35;7;109733,73;0
728;33;8;36083,96;0
655;78;2;188435,38;0
580;36;6;169963,2;1
712;35;7;69320,97;0
680;31;9;36145,53;0
383;48;8;137702,01;1
721;35;10;71594,26;0
620;42;1;65565,92;0
774;36;8;101828,39;0
563;35;3;39546,32;0
850;27;8;110805,79;0
681;47;9;2168,13;0
631;31;8;190067,12;0
614;40;3;77789,01;0
704;24;10;127654,37;0
786;32;2;79602,86;0
534;53;7;80619,17;0
590;34;0;160346,3;0
583;40;3;109638,78;1
656;75;3;1276,87;0
597;33;9;49374,82;0
588;48;1;31580,8;1
667;32;0;20560,69;0
627;37;2;84584,69;0
708;33;8;15246,83;0
641;65;6;32607,77;1
527;28;2;155846,69;0
592;37;3;3232,82;0
465;33;8;177668,55;0
628;39;6;134441,6;0
678;43;1;111032,79;1
570;61;6;45214,04;0
815;37;1;67208,3;0
817;37;6;80985,88;0
717;35;4;167573,06;0
641;53;0;160110,65;0
624;51;10;127825,25;0
579;49;4;123535,05;0
698;38;2;41595,3;0
645;32;4;97628,08;0
691;34;8;91359,79;0
638;34;6;97755,29;0
705;31;3;182528,44;0
720;33;9;142956,48;0
553;44;4;10789,3;0
658;29;8;130461,09;0
648;32;8;190994,48;1
636;45;3;159463,8;0
527;41;10;57589,29;0
717;28;9;40437,67;0
614;39;3;56459,45;0
737;43;0;39920,0;1
587;51;3;148798,45;0
682;35;2;63737,19;1
710;38;3;154997,64;0
507;42;6;34777,23;0
609;33;6;93718,16;0
786;32;9;133112,41;0
688;38;7;175479,92;1
710;38;2;96,27;0
779;33;3;30804,68;0
733;44;6;197193,49;0
583;26;10;96792,15;0
627;41;3;132719,8;0
666;31;3;112157,31;0
620;38;0;38015,34;0
614;39;6;164018,98;0
606;40;6;46774,94;0
700;39;5;189664,43;0
677;34;3;26106,39;1
850;36;5;191535,11;1
564;35;4;158937,55;0
771;56;2;25222,6;1
620;42;9;29296,74;0
610;46;5;54394,28;0
609;39;2;9234,06;0
683;35;5;26796,73;0
633;42;3;11796,89;0
676;28;1;128461,29;0
693;38;7;14278,18;0
709;36;0;46811,77;0
569;35;2;109393,19;1
684;38;3;3966,5;1
565;34;6;63173,64;0
681;29;8;66367,33;0
503;36;9;16274,67;0
656;40;2;180553,48;0
566;65;4;107563,16;1
592;62;5;100941,57;0
687;50;5;110230,4;0
686;22;8;142331,85;0
616;30;2;199099,51;0
494;67;5;85890,16;0
534;38;3;143938,27;0
695;31;8;131644,41;0
579;31;9;112395,98;0
432;38;2;71856,3;0
816;25;2;35770,84;0
730;37;1;124364,63;0
593;35;6;78101,29;0
715;37;9;143096,49;1
775;25;10;14073,11;0
539;38;5;47388,41;0
576;19;6;72306,07;0
617;50;7;184839,7;1
688;40;6;47886,44;0
608;33;4;130474,03;0
597;35;9;73181,39;1
670;42;6;65706,86;0
616;57;7;104379,36;0
579;50;5;192146,63;1
786;37;7;66977,68;0
704;44;9;158742,81;0
796;50;1;189414,74;0
598;39;1;159130,32;0
602;49;0;97640,2;0
619;58;5;86022,09;0
492;52;8;10014,72;1
641;41;7;17384,21;0
518;27;1;143315,57;0
623;40;4;31669,18;0
733;28;5;12761,16;0
625;42;6;93429,95;0
759;31;1;42012,55;0
604;32;7;15798,7;0
512;46;3;56408,14;0
520;29;8;4696,44;0
805;26;2;25042,1;0
626;43;4;130442,08;1
656;38;10;136521,82;0
785;41;7;199108,88;0
553;31;6;124596,63;0
569;44;4;134394,78;0
670;38;10;144275,39;0
586;42;6;123410,23;0
617;45;1;143298,06;0
508;60;7;129562,74;0
624;35;7;4595,05;0
654;29;4;146715,07;0
681;44;3;163558,36;0
578;28;4;6947,09;0
621;37;9;9170,54;0
632;40;5;199674,83;0
644;44;5;157166,79;1
821;28;2;46072,52;0
754;38;2;3524,69;0
568;27;1;45563,94;0
584;33;3;59103,13;0
549;29;8;189558,44;0
729;38;7;45779,9;0
523;61;8;21859,06;0
477;24;2;162699,7;1
675;42;2;8567,18;0
782;41;4;132943,88;0
616;36;6;12916,32;1
738;37;8;128799,86;0
717;42;5;99347,8;1
526;35;9;40980,87;1
660;19;5;40368,65;0
525;35;7;94738,54;0
629;29;6;88842,8;0
616;36;10;136934,91;0
521;61;0;109356,53;0
691;29;9;199635,93;0
687;41;2;158408,23;0
677;43;3;95936,84;0
695;63;1;126688,83;1
663;27;9;150850,29;0
496;30;0;27802,0;0
747;41;9;32430,94;1
546;52;2;137332,37;1
706;68;4;28601,68;0
472;26;5;108411,66;0
703;40;7;122518,5;0
850;38;2;9015,07;0
667;71;4;94433,08;1
559;33;9;110371,84;0
636;60;7;141364,62;1
672;34;8;16245,25;0
667;42;7;108348,94;1
648;33;7;171668,2;0
497;32;8;67364,42;0
743;73;6;107867,38;0
619;29;5;194310,1;0
639;34;5;33950,08;0
540;28;8;197588,32;0
766;26;3;428,23;0
749;26;6;34948,77;0
655;32;9;82084,3;0
630;33;9;64804,59;0
778;33;4;83556,65;0
757;30;6;71926,28;1
529;39;2;122925,44;0
620;29;9;13133,88;0
615;61;1;62845,64;1
735;25;3;28411,23;0
705;47;3;28640,92;1
644;46;6;156787,34;1
505;37;6;125307,87;0
471;23;6;131736,23;0
722;50;4;128262,14;0
577;39;4;91366,42;0
744;44;5;82290,81;0
573;30;6;66190,21;0
653;32;4;23920,65;0
660;31;6;45438,38;0
787;46;7;93360,35;0
617;41;7;14496,67;0
567;39;5;168521,72;0
682;64;9;103318,44;0
684;35;6;87219,41;0
447;41;3;197490,39;1
625;49;4;126812,63;1
585;36;7;94283,09;0
516;42;8;46857,52;0
732;45;6;81491,7;1
628;40;5;129107,97;0
682;48;9;49732,9;0
746;25;9;88728,47;0
655;60;3;86981,45;0
644;39;9;3740,93;0
778;34;5;67949,32;0
617;35;2;147636,46;0
660;35;9;188891,96;1
537;47;10;25482,62;0
554;39;10;18391,93;0
806;31;9;140168,36;0
611;37;1;161064,29;0
665;37;5;183542,08;0
648;37;7;194238,92;0
692;27;1;7900,46;0
507;46;6;51424,29;0
696;49;5;152450,84;1
681;34;3;55816,2;0
687;26;6;32909,13;0
641;40;5;100637,07;0
507;33;1;142911,99;0
688;46;8;26287,21;0
535;38;8;60775,76;1
701;41;10;146257,77;0
488;43;10;28332,0;0
539;29;4;100919,19;0
674;45;7;102591,9;1
538;40;8;25554,4;0
829;22;7;152107,93;1
768;54;8;69381,05;0
585;44;4;101728,46;0
581;31;3;89040,61;0
682;35;2;16910,98;0
653;38;8;150468,35;0
712;30;1;177613,19;0
620;34;8;120672,09;0
709;42;9;77142,85;0
832;61;2;127804,66;1
635;38;0;158344,63;0
749;43;1;167179,48;0
629;32;3;15404,64;0
836;41;7;156036,19;0
542;34;8;144725,14;0
645;45;8;22558,74;0
844;29;8;147342,03;0
747;37;9;85470,45;1
645;40;6;194656,11;0
752;36;3;48505,1;0
760;41;6;101491,23;0
714;45;9;164117,69;0
717;50;9;124626,57;0
645;28;7;34490,06;0
681;32;3;90967,37;0
681;44;4;24208,84;1
679;37;8;174873,09;0
528;23;7;170262,97;0
710;31;3;112289,06;0
733;39;5;93783,0;0
724;32;6;150026,79;0
726;34;0;102036,82;0
520;30;3;898,51;0
556;40;5;95124,4;0
579;45;2;11514,39;0
674;36;2;27468,72;0
570;29;0;37092,43;0
631;51;8;171587,9;0
623;44;1;80828,78;0
665;35;8;169287,99;0
523;36;8;13197,44;0
706;31;1;54439,53;0
619;49;9;38186,85;0
593;39;8;27274,6;1
608;66;8;65758,19;0
526;36;0;97767,63;0
684;40;2;115468,84;1
604;42;10;98293,14;0
636;36;6;182059,28;0
669;33;8;128538,05;0
624;71;7;108841,83;0
631;29;2;18581,84;0
753;48;4;146821,42;0
588;40;5;100727,68;0
729;26;4;39356,38;0
602;42;10;169921,11;1
689;55;1;42364,75;1
486;27;7;28823,04;0
809;42;6;182436,81;1
562;38;5;115700,2;0
763;32;8;16725,53;0
669;57;5;56875,76;0
709;39;8;56214,09;0
554;45;4;193412,05;0
699;37;10;83263,04;0
732;54;0;13404,4;0
625;45;3;184474,15;1
599;30;9;121124,53;0
584;50;1;152567,75;1
499;35;10;10722,54;0
526;38;2;58010,98;0
625;35;5;163440,8;1
537;38;1;102606,92;0
696;47;1;80591,18;0
679;33;9;177362,45;0
684;60;2;120257,7;1
850;32;4;180622,02;0
495;42;7;130404,53;0
537;38;6;147797,54;0
850;41;3;57844,26;0
513;30;5;162523,66;0
618;40;1;54495,82;0
802;41;4;169183,66;0
547;43;1;80262,91;0
613;69;9;8751,59;0
592;34;6;102628,98;0
546;29;5;94823,95;0
721;37;4;90821,66;0
671;47;7;153194,32;1
624;35;2;87310,59;0
751;51;7;146411,41;1
636;36;1;74048,1;1
607;62;8;23386,77;1
509;29;0;92898,17;0
653;35;9;45956,05;0
709;37;8;71738,56;0
559;32;9;103560,98;0
684;37;4;52367,29;0
635;27;8;152916,05;1
709;26;6;4410,77;0
656;49;9;74771,22;1
793;32;2;193817,63;1
609;37;5;26793,82;0
618;29;10;32526,64;0
850;35;6;824,0;0
669;51;3;85250,77;1
594;40;0;83508,93;0
616;71;4;173599,38;0
676;49;1;79342,31;1
608;38;9;57600,66;0
710;21;4;56191,99;0
695;29;5;6770,44;0
530;33;9;101694,67;0
509;29;1;69113,14;0
517;45;4;172674,36;1
758;33;0;26606,28;0
665;51;2;53353,36;0
631;22;6;63747,51;0
576;33;3;190112,05;0
544;22;3;110317,39;0
596;40;5;148623,43;1
481;34;5;125253,46;0
498;46;1;101954,78;1
512;31;6;168462,26;0
594;56;7;26215,85;1
570;30;10;97045,32;1
721;38;7;53534,8;0
453;37;4;8949,2;0
562;48;3;163116,75;0
682;40;4;140745,91;0
748;40;3;171515,84;0
729;32;9;150803,44;0
663;39;4;76884,05;0
735;53;8;170454,93;1
627;62;3;143104,3;0
713;46;5;55701,62;0
562;31;2;186370,3;0
632;43;2;24275,32;0
479;33;2;50774,81;1
658;21;7;154279,87;0
598;40;9;68462,59;1
597;19;2;91036,74;0
512;33;6;83681,97;0
704;39;2;199484,96;0
474;26;6;152491,22;0
604;36;10;134875,37;0
683;41;6;184366,14;0
537;28;0;189839,93;0
794;31;0;175643,44;0
732;55;9;3268,17;1
495;38;2;47089,72;0
552;38;10;46562,02;0
602;29;3;62487,97;0
607;40;5;181598,25;0
675;33;0;64815,05;1
443;54;3;70196,23;1
727;31;2;160383,47;0
482;38;4;35848,12;0
686;34;1;87278,48;0
588;35;3;94498,82;0
605;48;10;133486,36;0
583;39;1;73107,6;0
738;37;7;195333,98;0
744;30;1;121525,48;0
781;23;2;173843,21;0
699;34;2;185227,42;0
639;27;2;125244,18;0
583;27;4;163113,41;0
587;42;1;123006,91;0
694;40;9;40463,03;0
570;29;4;131363,57;1
692;45;6;188305,85;1
511;30;5;143994,86;0
788;32;4;89368,59;0
526;66;7;158365,89;0
749;46;9;78753,12;1
691;33;6;100408,31;0
481;39;6;24677,54;0
